report_id,equipment,report_text,failure_type,severity,action_taken
847,Oil Cooler OC-197,"Inspection found a defective pressure valve on the oil cooler oc-197; the chamber overheated during extended operation, and the unit was isolated for inspection. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Critical,the cooling circuit was cleaned
786,Thermal Chamber TC-136,"A fault was detected on the thermal chamber tc-136 because of poor thermal insulation. The unit could not maintain the set temperature during a routine temperature check, resulting in the unit was isolated for inspection. Corrective work was completed: the thermostat was replaced.",Thermal,Critical,the thermostat was replaced
296,Variable Frequency Drive VFD-146,"The variable frequency drive vfd-146 developed a fault linked to insulation breakdown. The equipment shut down unexpectedly after an overnight shutdown, so the equipment remained unavailable. Corrective work was completed: the contactor was replaced.",Electrical,Low,the contactor was replaced
587,Air Receiver AR-187,"Maintenance personnel reported the valve responded slowly on the air receiver ar-187 while the compressor was loaded. Investigation identified a faulty pressure regulator, and the unit entered a low-pressure condition. Corrective work was completed: the moisture separator was serviced.",Pneumatic,High,the moisture separator was serviced
65,Pump P-165,"Inspection found seal deterioration on the pump p-165; uneven rotation after a scheduled restart, and output quality decreased. Corrective work was completed: the rollers were replaced.",Mechanical,Low,the rollers were replaced
799,Thermal Chamber TC-149,"Inspection found a faulty temperature sensor on the thermal chamber tc-149; thermal reading fluctuated during continuous heating, and operator intervention was required. Corrective work was completed: the temperature sensor was replaced.",Thermal,Low,the temperature sensor was replaced
515,Compressed-Air Line AL-115,"Maintenance personnel reported airflow became restricted on the compressed-air line al-115 during a pressure test. Investigation identified a loose pipe fitting, and cycle time increased. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Low,the leaking hose was replaced
319,Distribution Board DB-169,"Inspection found poor cable termination on the distribution board db-169; intermittent power loss occurred under maximum load, and the motor tripped. Corrective work was completed: the damaged cable was repaired.",Electrical,Medium,the damaged cable was repaired
928,Cooling Unit CU-278,"The cooling unit cu-278 developed a fault linked to a blocked cooling passage. Pressure increased unexpectedly under maximum thermal load, so production was interrupted. Corrective work was completed: the temperature sensor was replaced.",Thermal,Low,the temperature sensor was replaced
791,Industrial Furnace F-141,"Inspection found restricted coolant flow on the industrial furnace f-141; pressure increased unexpectedly after a long operating cycle, and operator intervention was required. Corrective work was completed: thermal insulation was repaired.",Thermal,Medium,thermal insulation was repaired
808,Hot-Air Oven O-158,"The hot-air oven o-158 developed a fault linked to insufficient heat dissipation. Thermal reading fluctuated after a cooling-system restart, so the process was paused. Corrective work was completed: the temperature sensor was replaced.",Thermal,Medium,the temperature sensor was replaced
340,Variable Frequency Drive VFD-190,"The variable frequency drive vfd-190 developed a fault linked to insulation breakdown. The drive reported an overload after an overnight shutdown, so the line lost power. Corrective work was completed: the electrical connection was replaced.",Electrical,Low,the electrical connection was replaced
983,Thermal Reactor TR-333,"Inspection found uneven heat distribution on the thermal reactor tr-333; the unit could not maintain the set temperature while processing a high-temperature batch, and the line operated at reduced capacity. Corrective work was completed: fuel input was adjusted.",Thermal,Medium,fuel input was adjusted
424,Distribution Board DB-274,"The distribution board db-274 developed a fault linked to poor cable termination. Supply voltage dropped at peak operating speed, so the motor tripped. Corrective work was completed: the voltage supply was stabilized.",Electrical,High,the voltage supply was stabilized
317,Motor M-167,"Maintenance personnel reported motor temperature rose sharply on the motor m-167 during continuous operation. Investigation identified a defective relay, and production capacity was reduced. Corrective work was completed: the overload was corrected.",Electrical,High,the overload was corrected
985,Cooling Unit CU-335,"Maintenance personnel reported oil temperature increased rapidly on the cooling unit cu-335 while processing a high-temperature batch. Investigation identified poor thermal insulation, and the process temperature became unstable. Corrective work was completed: fuel input was adjusted.",Thermal,Medium,fuel input was adjusted
74,Fan F-174,"The fan f-174 developed a fault linked to a cracked coupling. Abnormal friction under full load, so output quality decreased. Corrective work was completed: lubrication was restored.",Mechanical,Low,lubrication was restored
346,Electrical Cabinet EC-196,"A fault was detected on the electrical cabinet ec-196 because of an overloaded circuit. Repeated electrical trips occurred at peak operating speed, resulting in an emergency stop was initiated. Corrective work was completed: insulation was repaired.",Electrical,Critical,insulation was repaired
